_id	pn	len	npn	nlen	ft	dn	ndn	key1	key2	key3	key4
12SS02.04			20	5	chapter	Ethical aspects to consider when using other people's writing in writing	लेखनकार्यमा अरूको लेखरचनाको प्रयोग गर्दा ध्यान दिनुपर्ने नैतिक पक्ष	Social Studies	Community	People	
12SS02.05			25	4	chapter	Problem building and study method selection for social studies	सामाजिक अध्ययनका लागि समस्या निर्माण र अध्ययन विधि चयन	Social Studies	Community	People	
12SS02.06			29	4	chapter	"Social statistics and information collection methods and 
Tools"	सामाजिक तथ्याङ्क र सूचना सङ्कलनका विधि र साधनहरू	Social Studies	Community	People	
12SS02.07			33	8	chapter	Analysis and presentation of statistics and information	तथ्याङ्क तथा सूचनाको विश्लेषण र प्रस्तुतीकरण	Social Studies	Community	People	
12SS02.08			41	5	chapter	"Microsoft in data processing and analysis 
Using Excel"	तथ्याङ्क प्रशोधन र विश्लेषणमा माइक्रोसफ्ट एक्सेलको प्रयोग	Science	IT	Other IT	
12SS02.09			46	3	chapter	A way to present literal information	शाब्दिक जानकारीलाई प्रस्तुत गर्ने तरिका	Social Studies	Community	People	
12SS03.00			49	0	section	Unit 3: Living Skills	एकाइ ३: जीवनोपयोगी सिप				
12SS03.01			49	3	chapter	"Historical background, classification and practice of vital skills"	"जीवनोपयोगी सिपको ऐतिहासिक पृष्ठभूमि, वर्गीकरण र अभ्यास"	Social Studies	Community	People	
12SS03.02			52	6	chapter	Critical thinking	समालोचनात्मक चिन्तन	Social Studies	Community	Psychology	Other Psychology
12SS03.03			58	4	chapter	Creative thinking	सिर्जनात्मक चिन्तन	Social Studies	Community	Psychology	Other Psychology
12SS03.04			62	4	chapter	Empathy	समानुभूति	Social Studies	Community	Psychology	Respect
12SS03.05			66	5	chapter	Self-realization	आत्मबोध	Social Studies	Community	Psychology	Self
12SS03.06			71	5	chapter	Momentum management	संवेग व्यवस्थापन	Social Studies	Community	Psychology	Self
12SS04.00			76	0	section	Unit 4: Development and philosophy of society	एकाइ ४: समाजको विकास र दर्शन				
12SS04.01			76	5	chapter	The social diversity and characteristics of today's world	वर्तमान विश्वका सामाजिक विविधता र विशेषता	Social Studies	Community	Everyday Life	Diversity
12SS04.02			81	6	chapter	Development of social relations and social interdependence	सामाजिक सम्बन्धहरूको विकास र सामाजिक अन्तर निर्भरता	Social Studies	Community	Everyday Life	Diversity
12SS04.03			87	7	chapter	"Life philosophy, social values ​​and social behavior"	"जीवन दर्शन, सामाजिक मूल्य मान्यताहरू र सामाजिक व्यवहार"	Social Studies	Community	Everyday Life	Diversity
12SS04.04			94	8	chapter	The usefulness of philosophy in daily life	दैनिक जीवनमा दर्शनको उपयोगिता	Social Studies	Community	Psychology	Other Psychology
12SS04.05			102	7	chapter	Changes in the community and social transformation	समुदायमा आएका परिवर्तन र सामाजिक रूपान्तरण	Social Studies	Community	Everyday Life	Diversity
12SS05.00			109	0	section	Unit 5: Geography and Social Life	एकाइ ५: भूगोल र सामाजिक जीवन				
12SS05.01			109	7	chapter	Administrative provinces of Nepal	नेपालका प्रशासनिक प्रदेश	Social Studies	Geography	Asia	Nepal
12SS05.02			116	3	chapter	Demographic status and characteristics of the provinces	प्रदेशहरूको जनसाँख्यिक अवस्था र विशेषता	Social Studies	Geography	Asia	Nepal
12SS05.03			119	6	chapter	Socio-cultural conditions of Nepal's provinces and feature	नेपालका प्रदेशका सामाजिक सांस्कृतिक अवस्था र विशेषता	Social Studies	Geography	Asia	Nepal
12SS05.04			125	7	chapter	Economic status and characteristics of Nepal's provinces	नेपालका प्रदेशको आर्थिक अवस्था र विशेषता	Social Studies	Economy	Other Economy	Sustainable Development
12SS05.05			132	4	chapter	Dimensions of inter-regional relations	अन्तरप्रादेशिक सम्बन्धका आयामहरू	Social Studies	Beliefs	Religions	Other Religions
12SS05.06			136	4	chapter	Disaster in Nepal	नेपालमा विपत	Social Studies	History	Nepal	Geography
12SS05.07			140	3	chapter	Disaster causes and effects	विपत्का कारण र प्रभाव	Social Studies	Issues	Other Issues	
12SS05.08			143	4	chapter	Disaster management mechanism and planning in Nepal	नेपालमा विपत् व्यवस्थापन संयन्त्र र योजना निर्माण	Social Studies	Other Social Studies		
12SS05.09			147	3	chapter	Information technology in geography and social life	भूगोल र सामाजिक जीवनमा सूचना प्रविधि	Social Studies	Geography	Other Geography	
12SS05.10			150	4	chapter	Use of geo-information system in social maps	सामाजिक नक्साङ्कमा भूसूचना प्रणालीको प्रयोग	Social Studies	Geography	Other Geography	
12SS06.00			154	0	section	Unit 6: History of Nepal	एकाइ ६: नेपालको इतिहास				
12SS06.01			154	6	chapter	Ancient history of Nepal	नेपालको प्राचीन इतिहास	Social Studies	History	Nepal	History
12SS06.02			160	5	chapter	Licchavi period	लिच्छवि काल	Social Studies	History	Nepal	History
12SS06.03			165	5	chapter	Medieval political situation	मध्यकालीन राजनीतिक अवस्था	Social Studies	History	Nepal	Politics
12SS06.04			170	6	chapter	"Medieval economic, social and cultural state"	"मध्यकालीन आर्थिक, सामजिक तथा सांस्कृतिक अवस्था"	Social Studies	History	Nepal	History
12SS06.05			176	6	chapter	Rise and fall of the small kingdom in the Middle Ages	मध्यकालमा ससाना राज्यको उदय र अवसान	Social Studies	History	Nepal	Events
12SS06.06			182	5	chapter	Modern times	आधुनिक काल	Social Studies	History	Nepal	Other Nepal
12SS06.07			187	7	chapter	State power after unification	एकीकरणपछिको राज्य सत्ता	Social Studies	History	Nepal	History
12SS06.08			194	5	chapter	"Modern economics, law, culture and art"	"आधुनिक कालकोअर्थतन्त्र, कानुन, संस्कृति र कलाकौशल"	Social Studies	History	Nepal	Other Nepal
12SS07.00			199	0	section	Unit 7: Social Identity and Diversity	एकाइ ७: सामजिक पहिचान र विविधता				
12SS07.01			199	6	chapter	Class and social transformation	वर्ग र समाजिक रूपान्तरण	Social Studies	Community	Everyday Life	Diversity
12SS07.02			205	6	chapter	Gender question	लैङ्गिक सवाल	Social Studies	Issues	Civil Rights	Diversity
12SS07.03			211	7	chapter	Gender inclusion	लैङ्गिक समावेशिता	Social Studies	Issues	Civil Rights	Diversity
12SS07.04			218	5	chapter	Disability and inclusion	अपाङ्गता र समावेशीकरण	Social Studies	Community	Everyday Life	Diversity
12SS07.05			223	4	chapter	Religious and regional identities	धार्मिक तथा क्षेत्रीय पहिचान	Social Studies	Community	Everyday Life	Diversity
12SS07.06			227	5	chapter	Egalitarian society	समतामूलक समाज	Social Studies	Community	Everyday Life	Diversity
12SS08.00			232	0	section	Unit 8: Constitution and Citizen Awareness	एकाइ ८: संविधान र नागरिक सचेतना				
12SS08.01			232	5	chapter	Government formation process	सरकारको गठन प्रक्रिया	Social Studies	Community	Government	National
12SS08.02			237	7	chapter	Government duties and rights	सरकारका काम कर्तव्य र अधिकार	Social Studies	Community	Government	National
12SS08.03			244	4	chapter	Civil rights and duties	नागरिक अधिकार र कर्तव्य	Social Studies	Issues	Civil Rights	Other Civil Rights
12SS08.04			248	5	chapter	Adolescent rights and duties	किशोरकिशोरीको अधिकार र कर्तव्य	Social Studies	Issues	Human Rights	Human Rights
12SS08.05			253	8	chapter	Country Code	मुलुकी संहिता	Social Studies	Geography	Geography	
12SS08.06			261	4	chapter	Right to Information	सूचनाको हक	Social Studies	Issues	Civil Rights	Other Civil Rights
12SS08.07			265	7	chapter	Virtue and social accountability	सदाचार र सामाजिक जवाफदेही	Social Studies	Issues	Civil Rights	Other Civil Rights
12SS09.00			272	0	section	Unit 9: Urbanization and Migration	एकाइ ९: सहरीकरण र बसाइँसराइ				
12SS09.01			272	4	chapter	The concept of urbanization	सहरीकरणको अवधारणा	Social Studies	Economy	Other Economy	Population
12SS09.02			276	5	chapter	Urbanization in Nepal	नेपालमा सहरीकरण	Social Studies	History	Nepal	Geography
12SS09.03			281	3	chapter	Village-city relations	गाउँ सहर सम्बन्ध	Social Studies	History	Nepal	Geography
12SS09.04			284	4	chapter	Opportunities and challenges of urbanization in Nepal	नेपालमा सहरीकरणका अवसर र चुनौती	Social Studies	History	Nepal	Geography
12SS09.05			288	5	chapter	Immigration	बसाइँसराइ	Social Studies	Issues	Civil Rights	Immigration
12SS09.06			293	5	chapter	The tendency to migrate	बसाइँसराइको प्रवृत्ति	Social Studies	Issues	Civil Rights	Immigration
12SS09.07			298	4	chapter	Safe and dignified immigration	सुरक्षित एवम् मर्यादित आप्रवासन	Social Studies	Issues	Civil Rights	Immigration
12SS09.08			302	3	chapter	The effect of migration	बसाइँसराइको प्रभाव	Social Studies	Issues	Civil Rights	Immigration
12SS10.00			305	0	section	Unit 10: Economy and Development	एकाइ १०: अर्थतन्त्र र विकास				
12SS10.01			305	4	chapter	Nepal's economy and development	नेपालको अर्थतन्त्र र विकास	Social Studies	Economy	People	
12SS10.02			309	6	chapter	"Nepal's foreign policy and Nepal, India and Nepal, China relations"	नेपालको विदेश नीति र नेपाल भारत तथा नेपाल चीन सम्बन्ध	Social Studies	History	Nepal	International Relations
12SS10.03			315	10	chapter	Nepal's international relations	नेपालको अन्तर्राष्ट्रिय सम्बन्ध	Social Studies	History	Nepal	International Relations
12SS10.04			325	5	chapter	Nepal's foreign trade	नेपालको वैदेशिक व्यापार	Social Studies	Economy	Law	International Trade
12SS10.05			330	3	chapter	Nepal's foreign employment policy	नेपालको वैदेशिक रोजगार नीति	Social Studies	Economy	Occupations	Service
12SS10.06			333	7	chapter	"Economic growth, human development and sustainable development concept"	"आर्थिक वृद्धि, मानव विकास तथा दिगो विकास अवधारणा"	Social Studies	Economy	Other Economy	Sustainable Development
12SS10.07			340	5	chapter	Poverty cycle in Nepal and measures to address it	नेपालमा गरिबी चक्र र सम्बोधनका उपायहरू	Social Studies	Issues	Poverty	
12SS10.08			345	4	chapter	Current events	समसामयिक घटनाहरू	Social Studies	Community	Government	Current Affairs
12SS11.00			349	0	section	Unit 11: Education and Social Development	एकाइ ११: शिक्षा र सामाजिक विकास				
12SS11.01			349	4	chapter	Education and social development	शिक्षा र सामाजिक विकास	Social Studies	Community	Education	Humanities
12SS11.02			353	5	chapter	Access and inclusion in education	शिक्षामा पहुँच र समावेशिता	Social Studies	Community	Education	Other Education
12SS11.03			358	4	chapter	Education in social and cultural development bringing change and impact	शिक्षाले सामाजिक तथा सांस्कृतिक विकासमा ल्याउने परिवर्तन र प्रभाव	Social Studies	Community	Education	Environment
12SS11.04			362	4	chapter	Community participation in education	शिक्षामा समुदायको सहभागिता	Social Studies	Community	Education	Other Education
12SS11.05			366	5	chapter	Education and employment	शिक्षा र रोजगार	Social Studies	Community	Education	Other Education
